sent,sentruby,level
警察官や自衛隊員など約１１００人が捜しています。,警察官(けいさつかん)や自衛隊(じえいたい)員(いん)など約(やく)１１００人(にん)が捜(さが)しています。,3.0
３匹は体重が約１４００ｇから２０００ｇに大きくなりました。,３匹(びき)は体重(たいじゅう)が約(やく)１４００ｇから２０００ｇに大(おお)きくなりました。,3.6
ミルクに慣れなくて、体重が少なくなったときもありました。,ミルクに慣(な)れなくて、体重(たいじゅう)が少(すく)なくなったときもありました。,3.8
映画、アニメーション、音楽などの会社です。,映画(えいが)、アニメーション、音楽(おんがく)などの会社(かいしゃ)です。,4.3
日本の会社の人たちは、英語のポスターやパンフレットを使って作品を紹介しました。,日本(にっぽん)の会社(かいしゃ)の人(ひと)たちは、英語(えいご)のポスターやパンフレットを使(つか)って作品(さくひん)を紹介(しょうかい)しました。,4.2
月の光でできる夜の虹は「ムーンボウ」と呼ばれています。,月(つき)の光(ひかり)でできる夜(よる)の虹(にじ)は「ムーンボウ」と呼(よ)ばれています。,3.2
京都の有名なお祭り「時代祭」が２２日にありました。,京都(きょうと)の有名(ゆうめい)なお祭(まつ)り「時代(じだい)祭(まつり)」が２２日(にち)にありました。,4.1
このお祭りには、５万人以上の人が見に来ました。,このお祭(まつ)りには、５万(まん)人(にん)以上(いじょう)の人(ひと)が見(み)に来(き)ました。,4.6
中国政府の中国社会科学院が大気汚染についてのレポートを出しました。,中国(ちゅうごく)政府(せいふ)の中国社会科学院(ちゅうごくしゃかいかがくいん)が大気汚染(たいきおせん)についてのレポートを出(だ)しました。,4.1
このため、今までの「復興ニュース」を集めて、６日から大船渡市で展示しています。,このため、今(いま)までの「復興(ふっこう)ニュース」を集(あつ)めて、６日(むいか)から大船渡(おおふなと)市(し)で展示(てんじ)しています。,3.2
地震のすぐあとには温かい食べ物を渡している場所を知らせました。,地震(じしん)のすぐあとには温(あたた)かい食(た)べ物(もの)を渡(わた)している場所(ばしょ)を知(し)らせました。,3.6
ＪＲ東日本は新しいステンレスの車両を６３両造ります。,ＪＲ東日本(ひがしにほん)は新(あたら)しいステンレスの車両(しゃりょう)を６３両(りょう)造(つく)ります。,4.1
大きな災害があると、大勢の人が家に帰ることができなくなります。,大(おお)きな災害(さいがい)があると、大勢(おおぜい)の人(ひと)が家(いえ)に帰(かえ)ることができなくなります。,3.6
東京都は会社などにこのような人たちも建物の中に入れてほしいとお願いしています。,東京都(とうきょうと)は会社(かいしゃ)などにこのような人(ひと)たちも建物(たてもの)の中(なか)に入(い)れてほしいとお願(ねが)いしています。,4.5
この団体のお寺は東京に２６００あります。,この団体(だんたい)のお寺(てら)は東京(とうきょう)に２６００あります。,3.6
そして、１０月２８日から１１月３日までの間に９回、空を飛びました。,そして、１０月(がつ)２８日(にち)から１１月(がつ)３日(みっか)までの間(あいだ)に９回(かい)、空(そら)を飛(と)びました。,4.6
そして、どんどん上に上がって、富士山の頂上に近い３６５７ｍの空を飛びました。,そして、どんどん上(うえ)に上(あ)がって、富士山(ふじさん)の頂上(ちょうじょう)に近(ちか)い３６５７ｍの空(そら)を飛(と)びました。,3.9
子宮内膜症は女性の１０％がなっていると言われています。,子宮(しきゅう)内膜症(ないまくしょう)は女性(じょせい)の１０％がなっていると言(い)われています。,3.1
ことしのプロ野球は東北楽天イーグルスが優勝しました。,ことしのプロ野球(やきゅう)は東北(とうほく)楽天(らくてん)イーグルスが優勝(ゆうしょう)しました。,3.9
「楽天市場」ではすぐに優勝セールを始めました。,「楽天(らくてん)市場(いちば)」ではすぐに優勝(ゆうしょう)セールを始(はじ)めました。,3.7
若田さんはこれから国際宇宙ステーションで６か月生活します。,若田(わかた)さんはこれから国際(こくさい)宇宙(うちゅう)ステーションで６か月(げつ)生活(せいかつ)します。,3.3
最後の２か月は日本人で初めて責任者の「船長」になります。,最後(さいご)の２か月(げつ)は日本人(にっぽんじん)で初(はじ)めて責任者(せきにんしゃ)の「船長(せんちょう)」になります。,3.9
日本へ旅行で来る外国人が増えていて、１年に約８００万人もいます。,日本(にっぽん)へ旅行(りょこう)で来(く)る外国人(がいこくじん)が増(ふ)えていて、１年(ねん)に約(やく)８００万(まん)人(にん)もいます。,4.5
ケネディさんは宣誓式で、大使として一生懸命に働くと誓いました。,ケネディさんは宣誓(せんせい)式(しき)で、大使(たいし)として一生懸命(いっしょうけんめい)に働(はたら)くと誓(ちか)いました。,3.0
ケネディさんは１５日、東京に来る予定です。,ケネディさんは１５日(にち)、東京(とうきょう)に来(く)る予定(よてい)です。,4.2
１２日から受け付けが始まりました。,１２日(にち)から受(う)け付(つ)けが始(はじ)まりました。,3.8
隊長は「前の日に、地元の行事の準備をしたため疲れていました」と説明しています。,隊長(たいちょう)は「前(まえ)の日(ひ)に、地元(じもと)の行事(ぎょうじ)の準備(じゅんび)をしたため疲(つか)れていました」と説明(せつめい)しています。,3.8
島倉千代子さんは長く歌ってきた歌手で、とても人気がありました。,島倉(しまくら)千代子(ちよこ)さんは長(なが)く歌(うた)ってきた歌手(かしゅ)で、とても人気(にんき)がありました。,4.4
島倉さんは今月８日、７５歳で亡くなりました。,島倉(しまくら)さんは今月(こんげつ)８日(ようか)、７５歳(さい)で亡(な)くなりました。,3.6
ひつぎが会場を出るとき、「人生いろいろ」の歌が流れました。,ひつぎが会場(かいじょう)を出(で)るとき、「人生(じんせい)いろいろ」の歌(うた)が流(なが)れました。,4.4
困っている人たちを助けるチームが世界の国からフィリピンに来ています。,困(こま)っている人(ひと)たちを助(たす)けるチームが世界(せかい)の国(くに)からフィリピンに来(き)ています。,4.0
